shift_mean_magnitude;standard_deviation_vector_magnitude;d_affine_parameter;minimum_vector_magnitude;error_mean_along_y;error_maximum_along_y;pearson_coefficient;c_affine_parameter;x_translation_affine_parameter;error_maximum_along_x;a_affine_parameter;b_affine_parameter;maximum_vector_magnitude;y_translation_affine_parameter;mean_vector_magnitude;error_minimum_along_x;normalized_orientation_entropy;error_mean_along_x;distance_between_rings_from_the_center_field;error_minimum_along_y
2.5704361819449666;0.47290716838173574;1.001779256217224;0.08279834572370752;-0.16290662977430556;1.5394287109375;0.9290969978021084;-2.5057939518609057E-5;-1.697030242344421;1.6724853515625;1.001779256217224;2.5057939518609057E-5;2.287810282471845;-1.9306036677734382;1.2491722965057872;-1.579193115234375;99.07976248338231;0.08456027560763889;125.02305392310734;-1.8516693115234375
y_green_location;x_red_location;y_red_location;x_green_location
109.25747680664062;147.5938720703125;107.67828369140625;149.23373413085938
235.43475341796875;146.40274047851562;234.13674926757812;148.07386779785156
361.0076599121094;143.88047790527344;359.95806884765625;145.51751708984375
485.6035461425781;142.35888671875;484.6754150390625;143.9867706298828
611.3048095703125;139.97706604003906;610.7017822265625;141.64784240722656
736.2801513671875;138.89630126953125;735.9883422851562;140.5228729248047
861.6467895507812;139.54629516601562;861.5325317382812;141.2483673095703
986.235595703125;139.6947479248047;986.3822631835938;141.35910034179688
1111.280029296875;138.87704467773438;1111.474609375;140.6041259765625
1236.0078125;137.6080322265625;1236.60302734375;139.45970153808594
1361.5086669921875;136.1269989013672;1362.18017578125;137.88101196289062
1486.581787109375;133.75086975097656;1487.457763671875;135.38182067871094
1612.0460205078125;130.16969299316406;1613.3192138671875;131.95892333984375
1737.23486328125;127.75386810302734;1738.543701171875;129.42552185058594
1863.4429931640625;124.15574645996094;1864.97119140625;125.8582992553711
111.5514907836914;273.642578125;110.10025024414062;275.0313720703125
237.03990173339844;272.40234375;235.82923889160156;273.79913330078125
362.6436462402344;269.8631896972656;361.60992431640625;271.1896667480469
487.2796936035156;267.8148498535156;486.5503234863281;269.3110656738281
612.9908447265625;265.7330322265625;612.3465576171875;267.19793701171875
737.85107421875;263.9492492675781;737.4912719726562;265.3643798828125
863.3189086914062;265.0283508300781;863.2164306640625;266.4494934082031
988.1943969726562;265.3485412597656;988.1617431640625;266.7035217285156
1112.7835693359375;264.246337890625;1113.08984375;265.6826477050781
1238.016845703125;263.58782958984375;1238.4813232421875;265.05859375
1363.003662109375;262.14599609375;1363.7664794921875;263.5896301269531
1487.792724609375;259.2523498535156;1488.707275390625;260.7126770019531
1613.16015625;256.2790222167969;1614.2357177734375;257.88818359375
1738.2744140625;253.20223999023438;1739.7459716796875;254.82467651367188
1864.2620849609375;250.15237426757812;1865.7626953125;251.72279357910156
113.93417358398438;399.4630126953125;112.44464111328125;400.6863098144531
239.05813598632812;397.8634033203125;237.85494995117188;399.13446044921875
364.6585388183594;395.4473571777344;363.6292419433594;396.5755310058594
489.41064453125;393.18914794921875;488.6930236816406;394.49871826171875
614.6077880859375;391.0421142578125;613.9720458984375;392.2776184082031
739.7288818359375;389.3838195800781;739.2875366210938;390.5875549316406
864.8450317382812;390.0171813964844;864.644287109375;391.344482421875
989.8651733398438;390.73004150390625;989.9244384765625;391.9175109863281
1114.2379150390625;389.93768310546875;1114.513671875;391.12872314453125
1239.2540283203125;388.5502624511719;1239.8455810546875;389.75421142578125
1364.1829833984375;387.6507873535156;1364.873779296875;388.9600524902344
1489.4073486328125;385.3046875;1490.302490234375;386.5456848144531
1613.975830078125;381.42266845703125;1615.131591796875;382.84130859375
1739.6009521484375;379.2328796386719;1741.09814453125;380.49786376953125
1865.4464111328125;376.0053405761719;1867.0118408203125;377.2709045410156
115.89749908447266;524.8819580078125;114.38847351074219;525.9276123046875
241.40042114257812;523.2238159179688;240.1476593017578;524.21142578125
366.43170166015625;520.4099731445312;365.4068298339844;521.4976196289062
491.65899658203125;518.5655517578125;490.8514709472656;519.5298461914062
616.4248046875;516.3030395507812;615.8421020507812;517.2777709960938
741.5171508789062;514.5596313476562;741.2028198242188;515.5632934570312
866.4918823242188;515.2362060546875;866.3935546875;516.2132568359375
991.4573974609375;515.94970703125;991.5970458984375;516.7928466796875
1115.593994140625;514.9425048828125;1115.9998779296875;515.8313598632812
1240.546142578125;514.1474609375;1241.07080078125;514.9933471679688
1365.4190673828125;512.6192626953125;1366.0098876953125;513.6956787109375
1490.4576416015625;510.5679016113281;1491.3978271484375;511.5626525878906
1615.3719482421875;506.90924072265625;1616.44677734375;507.8998718261719
1740.9853515625;504.568603515625;1742.2860107421875;505.48883056640625
1866.3260498046875;501.30926513671875;1867.9036865234375;502.29974365234375
117.78202819824219;650.472412109375;116.32965087890625;651.221435546875
243.17385864257812;648.2750854492188;241.9974822998047;649.0244140625
368.66943359375;645.5516357421875;367.59161376953125;646.3041381835938
493.2619934082031;643.38916015625;492.4623107910156;644.095703125
618.021484375;641.108154296875;617.40869140625;641.9302368164062
742.9295043945312;639.4488525390625;742.6651000976562;640.3331298828125
868.1779174804688;640.2509155273438;868.0492553710938;641.0692749023438
992.8518676757812;640.8739013671875;993.051513671875;641.5152587890625
1117.2066650390625;639.5462646484375;1117.445556640625;640.2100219726562
1241.8779296875;638.6566162109375;1242.3798828125;639.479248046875
1367.0999755859375;637.484619140625;1367.8465576171875;638.2474975585938
1491.9288330078125;635.0386962890625;1492.889404296875;635.9542236328125
1616.52001953125;631.963623046875;1617.5924072265625;632.7369384765625
1741.8212890625;629.5162353515625;1743.2025146484375;630.322509765625
1867.8074951171875;626.8580932617188;1869.3568115234375;627.7195434570312
119.40962219238281;775.3494262695312;117.94600677490234;775.8849487304688
244.83132934570312;773.54638671875;243.7244415283203;774.0277709960938
370.38128662109375;770.6575927734375;369.4576416015625;771.3385009765625
495.0620422363281;768.4589233398438;494.3687744140625;769.0524291992188
619.7164916992188;766.3631591796875;619.102783203125;766.9525756835938
744.54931640625;764.259765625;744.2814331054688;764.8883056640625
869.781005859375;764.9588012695312;869.526611328125;765.623291015625
994.193115234375;765.3192138671875;994.2821044921875;765.949462890625
1118.3868408203125;764.0737915039062;1118.7318115234375;764.6473388671875
1243.4302978515625;763.4351196289062;1244.0255126953125;764.0316772460938
1368.1793212890625;762.3388061523438;1368.9951171875;762.8856811523438
1493.0963134765625;760.0631103515625;1494.11474609375;760.5830688476562
1617.9366455078125;757.2617797851562;1619.094482421875;757.8348999023438
1743.100830078125;754.7493896484375;1744.5223388671875;755.4075317382812
1868.7061767578125;751.6937255859375;1870.321533203125;752.23486328125
121.17227935791016;900.584716796875;119.73463439941406;900.8609619140625
246.6008758544922;898.7403564453125;245.33914184570312;899.103515625
371.72723388671875;895.7454223632812;370.7251281738281;896.1781005859375
496.6167297363281;893.3309936523438;495.8475646972656;893.6648559570312
621.2778930664062;891.0853881835938;620.8177490234375;891.46728515625
746.1421508789062;889.123046875;745.8824462890625;889.4544677734375
871.1561279296875;889.504150390625;871.0419311523438;889.9285278320312
995.799072265625;890.5138549804688;995.9923095703125;890.7515869140625
1119.8031005859375;888.9896240234375;1120.0146484375;889.3975219726562
1244.8135986328125;888.2665405273438;1245.3966064453125;888.5886840820312
1369.8955078125;887.2852783203125;1370.63818359375;887.729736328125
1494.5142822265625;884.9819946289062;1495.5230712890625;885.3173217773438
1619.235107421875;882.0165405273438;1620.451171875;882.3853149414062
1744.615234375;879.81689453125;1745.889892578125;880.3759765625
1870.3714599609375;876.9208374023438;1871.9227294921875;877.3439331054688
122.62982177734375;1025.731689453125;121.19371032714844;1025.89990234375
247.8254852294922;1023.5792846679688;246.4622802734375;1023.6839599609375
373.4327087402344;1021.0589599609375;372.46441650390625;1021.0926513671875
498.0572814941406;1018.03515625;497.2435302734375;1018.2105712890625
622.7039184570312;1015.7892456054688;622.0505981445312;1016.0025024414062
747.4682006835938;1013.76513671875;747.029052734375;1013.9052124023438
872.5969848632812;1014.015625;872.428466796875;1014.2254028320312
998.728271484375;1017.9407958984375;998.8927612304688;1018.2315673828125
1121.224853515625;1013.6195678710938;1121.6541748046875;1013.9212646484375
1245.9482421875;1012.7109985351562;1246.55078125;1012.7839965820312
1371.36279296875;1012.083984375;1372.0606689453125;1012.2224731445312
1495.9259033203125;1009.3304443359375;1496.6953125;1009.5687255859375
1620.7845458984375;1006.791748046875;1621.8768310546875;1006.9952392578125
1745.80517578125;1004.6494140625;1747.1259765625;1004.8912963867188
1871.43212890625;1001.9840087890625;1872.9967041015625;1002.2347412109375
124.03234100341797;1150.7564697265625;122.5753402709961;1150.7098388671875
249.4281005859375;1147.8736572265625;248.26060485839844;1147.8114013671875
374.96722412109375;1145.5848388671875;373.9826354980469;1145.37353515625
499.5906066894531;1142.9766845703125;498.8575744628906;1142.8756103515625
624.5037841796875;1140.7249755859375;623.89306640625;1140.6695556640625
748.9698486328125;1138.8203125;748.622802734375;1138.6796875
874.0096435546875;1138.839111328125;874.0199584960938;1138.7569580078125
