gene_names	FPKM_data	spot_count	pixel_count	mean_pixels	mean_closest_distance	property	gene_or_blank
Cgnl1	47.5	17175.0	46150.0	2.6870451237263464	0.23787130361285713	0.9256012385125512	gene
Ahnak	6.225	14888.0	40765.0	2.738111230521225	0.23582292985037448	1.1195921092625558	gene
Utrn	6.415	11275.0	33268.0	2.95059866962306	0.2365225000190092	1.1768872640357984	gene
Myo18a	24.075	7759.0	20915.0	2.695579327232891	0.2381552507297701	0.9568498573995249	gene
Ppl	2.04	7486.0	21236.0	2.8367619556505477	0.23354715836675544	1.1080375095404276	gene
Macf1	33.89	6238.0	17271.0	2.7686758576466817	0.2319934147743001	0.9980037799812028	gene
Dync1h1	20.345	6038.0	15135.0	2.5066247101689303	0.24362734361242613	0.9952773767392682	gene
Hspg2	10.445	5643.0	14446.0	2.559985823143718	0.23827969467553928	0.9876067552744539	gene
Tnrc18	9.085	5582.0	14202.0	2.544249372984593	0.2414949356463201	0.9674033312994054	gene
Itpr2	12.9	5471.0	16864.0	3.082434655456041	0.2282143892929887	1.203190283368117	gene
Son	41.73	5095.0	12175.0	2.3895976447497547	0.24027808176854226	0.9540846012985675	gene
Itpr1	24.87	4975.0	12564.0	2.525427135678392	0.2407606583210113	1.0612383646838166	gene
Prrc2c	14.05	4709.0	12002.0	2.5487364620938626	0.23267821370860667	0.9847737013839992	gene
Dsp	2.745	4468.0	11649.0	2.6072068039391225	0.2375080201424879	0.9495883829928295	gene
Polr2a	17.89	4213.0	11421.0	2.7108948492760505	0.2341661714775767	0.9124848457040106	gene
Arhgef12	24.855	4206.0	10315.0	2.45244888254874	0.24547521620652546	0.8553292732473212	gene
Flna	37.345	4171.0	10822.0	2.5945816350994964	0.24033414524540123	1.0049085136578852	gene
Cdc42bpb	35.79	4116.0	10320.0	2.507288629737609	0.2408704900658875	0.9318232157579598	gene
Shroom3	10.415	4022.0	11150.0	2.772252610641472	0.23480350364255093	0.9884242025588702	gene
Mlec	118.53	3457.0	8438.0	2.4408446630026033	0.23868586731520183	0.877957475437328	gene
Sptbn2	6.575	3137.0	7328.0	2.3359897991711827	0.2417444216068134	0.9501110151695693	gene
Dock6	15.03	3100.0	7774.0	2.507741935483871	0.23903498025548056	0.9660012683327941	gene
Rapgef1	23.235	3054.0	8233.0	2.6958087753765554	0.23899955558025374	0.9364538776451401	gene
Irs1	4.195	3038.0	9503.0	3.1280447662936144	0.22921904538370289	1.0696507607788914	gene
Piezo1	24.03	3020.0	7167.0	2.3731788079470197	0.24117504089396144	0.8937920078502767	gene
Col4a4	17.545	2973.0	6826.0	2.295997309115372	0.24449544760313544	0.8490396309536609	gene
Golga4	5.2	2798.0	6659.0	2.3799142244460327	0.2434248900540844	0.9214166606811308	gene
Brip1	0.26	2615.0	5750.0	2.198852772466539	0.24547155767188708	0.6473608755127009	gene
Prpf8	52.23	2481.0	6151.0	2.479242241031842	0.23704841686596217	0.8871570319269865	gene
Abca3	125.74	2448.0	5975.0	2.440767973856209	0.23933648704732877	0.8627985717788348	gene
Slc12a7	57.5	2290.0	5802.0	2.533624454148472	0.23721600180817676	0.9632457024604957	gene
Gpr116	12.39	2263.0	5355.0	2.366327883340698	0.24033206180713126	0.8822284858159082	gene
Larp1	20.295	2260.0	5073.0	2.244690265486726	0.24064938636860234	0.7036387499647105	gene
Plxnd1	30.905	2224.0	5390.0	2.4235611510791366	0.24460723214281163	0.916328967337847	gene
Lrrk2	6.29	2214.0	5891.0	2.660794941282746	0.23249743126871164	1.0950682700837633	gene
